AGI	Tissue
AT3G50370	14_day_old_seedling
AT3G16460	14_day_old_seedling
AT4G39680	14_day_old_seedling
AT5G25610	14_day_old_seedling
AT4G11320	14_day_old_seedling
AT2G47110	14_day_old_seedling
AT5G10980	14_day_old_seedling
AT5G16390	14_day_old_seedling
AT1G45474	14_day_old_seedling
AT1G44446	14_day_old_seedling
AT3G01480	14_day_old_seedling
AT3G23280	14_day_old_seedling
AT3G56490	14_day_old_seedling
AT2G22170	14_day_old_seedling
AT3G42050	14_day_old_seedling
AT4G19160	14_day_old_seedling
AT1G74880	14_day_old_seedling
AT5G48385	14_day_old_seedling
AT5G25100	14_day_old_seedling
AT5G21920	14_day_old_seedling
AT5G21090	14_day_old_seedling
AT3G62660	14_day_old_seedling
AT5G13180	14_day_old_seedling
AT3G09500	14_day_old_seedling
AT1G74920	14_day_old_seedling
AT4G29010	14_day_old_seedling
AT1G26110	14_day_old_seedling
AT4G09320	14_day_old_seedling
AT1G80920	14_day_old_seedling
AT4G26370	14_day_old_seedling
AT5G16620	14_day_old_seedling
AT5G15090	14_day_old_seedling
AT2G17360	14_day_old_seedling
AT1G78820	14_day_old_seedling
AT1G21750	14_day_old_seedling
AT5G07090	14_day_old_seedling
AT4G01290	14_day_old_seedling
AT5G48930	14_day_old_seedling
AT1G12230	14_day_old_seedling
AT3G55430	14_day_old_seedling
AT3G18740	14_day_old_seedling
AT1G72160	14_day_old_seedling
AT4G25080	14_day_old_seedling
AT3G07470	14_day_old_seedling
AT1G25550	14_day_old_seedling
AT4G00895	14_day_old_seedling
AT4G37800	14_day_old_seedling
AT5G07030	14_day_old_seedling
AT3G55360	14_day_old_seedling
AT2G20820	14_day_old_seedling
AT4G20850	14_day_old_seedling
AT5G19190	14_day_old_seedling
AT4G30210	14_day_old_seedling
AT4G15000	14_day_old_seedling
AT1G12410	14_day_old_seedling
AT4G37470	14_day_old_seedling
AT1G72710	14_day_old_seedling
AT3G28550	14_day_old_seedling
AT3G27770	14_day_old_seedling
AT1G21630	14_day_old_seedling
AT5G55190	14_day_old_seedling
AT2G20230	14_day_old_seedling
AT2G04700	14_day_old_seedling
AT2G28290	14_day_old_seedling
AT3G26570	14_day_old_seedling
AT3G05530	14_day_old_seedling
AT5G42050	14_day_old_seedling
AT5G10180	14_day_old_seedling
AT1G70160	14_day_old_seedling
AT2G43560	14_day_old_seedling
AT1G77940	14_day_old_seedling
AT1G53750	14_day_old_seedling
AT2G30980	14_day_old_seedling
AT2G40840	14_day_old_seedling
AT5G01600	14_day_old_seedling
AT3G45980	14_day_old_seedling
AT3G02230	14_day_old_seedling
AT1G26880	14_day_old_seedling
AT3G60320	14_day_old_seedling
AT3G47800	14_day_old_seedling
AT3G05590	14_day_old_seedling
AT3G01470	14_day_old_seedling
AT5G24690	14_day_old_seedling
AT1G80480	14_day_old_seedling
AT1G74730	14_day_old_seedling
AT4G22485	14_day_old_seedling
AT3G24480	14_day_old_seedling
AT3G08510	14_day_old_seedling
AT2G21580	14_day_old_seedling
AT3G23050	14_day_old_seedling
AT5G54160	14_day_old_seedling
AT1G50320	14_day_old_seedling
AT4G34950	14_day_old_seedling
AT4G39970	14_day_old_seedling
AT4G25740	14_day_old_seedling
AT3G53740	14_day_old_seedling
AT5G19440	14_day_old_seedling
AT3G01310	14_day_old_seedling
AT1G58270	14_day_old_seedling
AT2G01140	14_day_old_seedling
AT3G60820	14_day_old_seedling
AT4G27500	14_day_old_seedling
AT1G57680	14_day_old_seedling
AT4G18240	14_day_old_seedling
AT5G64290	14_day_old_seedling
AT4G34120	14_day_old_seedling
AT1G30510	14_day_old_seedling
AT3G07110	14_day_old_seedling
AT5G02960	14_day_old_seedling
AT2G47700	14_day_old_seedling
AT5G38470	14_day_old_seedling
AT2G39870	14_day_old_seedling
AT5G46290	14_day_old_seedling
AT1G29660	14_day_old_seedling
AT1G73060	14_day_old_seedling
AT5G67420	14_day_old_seedling
AT1G12800	14_day_old_seedling
AT2G16280	14_day_old_seedling
AT5G01800	14_day_old_seedling
AT1G54270	14_day_old_seedling
AT3G18290	14_day_old_seedling
AT3G47340	14_day_old_seedling
AT4G39980	14_day_old_seedling
AT5G09510	14_day_old_seedling
AT2G05790	14_day_old_seedling
AT1G19150	14_day_old_seedling
AT5G53140	14_day_old_seedling
AT1G03220	14_day_old_seedling
AT5G43830	14_day_old_seedling
AT1G26850	14_day_old_seedling
AT4G32470	14_day_old_seedling
AT3G56880	14_day_old_seedling
AT1G78850	14_day_old_seedling
AT5G51010	14_day_old_seedling
AT1G75950	14_day_old_seedling
AT3G47960	14_day_old_seedling
AT2G39770	14_day_old_seedling
AT4G25570	14_day_old_seedling
AT4G38550	14_day_old_seedling
AT1G19000	14_day_old_seedling
AT5G34850	14_day_old_seedling
AT2G17230	14_day_old_seedling
AT1G02080	14_day_old_seedling
AT1G20630	14_day_old_seedling
AT1G18720	14_day_old_seedling
AT4G39950	14_day_old_seedling
AT3G14940	14_day_old_seedling
AT1G32050	14_day_old_seedling
AT4G21105	14_day_old_seedling
AT1G41830	14_day_old_seedling
AT2G47590	14_day_old_seedling
AT5G42650	14_day_old_seedling
AT2G26250	14_day_old_seedling
AT5G54310	14_day_old_seedling
AT2G14910	14_day_old_seedling
AT2G43750	14_day_old_seedling
AT4G01690	14_day_old_seedling
AT5G67360	14_day_old_seedling
AT4G21650	14_day_old_seedling
AT5G24780	14_day_old_seedling
AT5G18380	14_day_old_seedling
AT5G19540	14_day_old_seedling
AT1G67865	14_day_old_seedling
AT1G60710	14_day_old_seedling
AT4G39800	14_day_old_seedling
AT5G39740	14_day_old_seedling
AT5G02810	14_day_old_seedling
AT5G53450	14_day_old_seedling
AT4G19840	14_day_old_seedling
AT2G24790	14_day_old_seedling
AT3G24160	14_day_old_seedling
AT3G41768	14_day_old_seedling
AT1G05010	14_day_old_seedling
AT5G63780	14_day_old_seedling
AT2G37340	14_day_old_seedling
AT1G78670	14_day_old_seedling
AT2G43160	14_day_old_seedling
AT5G42190	14_day_old_seedling
AT3G62750	14_day_old_seedling
AT4G04692	14_day_old_seedling
AT1G22410	14_day_old_seedling
AT5G17230	14_day_old_seedling
AT2G33150	14_day_old_seedling
AT3G44880	14_day_old_seedling
AT1G58080	14_day_old_seedling
AT4G13830	14_day_old_seedling
AT5G59880	14_day_old_seedling
AT4G22220	14_day_old_seedling
AT4G00860	14_day_old_seedling
AT3G48740	14_day_old_seedling
AT1G56045	14_day_old_seedling
AT4G33680	14_day_old_seedling
AT5G13710	14_day_old_seedling
AT4G01950	14_day_old_seedling
AT1G27310	14_day_old_seedling
AT4G13930	14_day_old_seedling
AT4G17560	14_day_old_seedling
AT3G07460	14_day_old_seedling
AT3G02080	14_day_old_seedling
AT4G39040	14_day_old_seedling
AT5G26570	14_day_old_seedling
AT2G30600	14_day_old_seedling
AT2G02070	14_day_old_seedling
AT1G22770	14_day_old_seedling
AT2G38120	14_day_old_seedling
AT4G33090	14_day_old_seedling
AT1G76160	14_day_old_seedling
AT5G14200	14_day_old_seedling
AT4G02510	14_day_old_seedling
AT1G15140	14_day_old_seedling
AT4G39260	14_day_old_seedling
AT1G26150	14_day_old_seedling
AT1G33140	14_day_old_seedling
AT1G80440	14_day_old_seedling
AT3G57890	14_day_old_seedling
AT4G24620	14_day_old_seedling
AT2G27680	14_day_old_seedling
AT3G55610	14_day_old_seedling
AT3G58120	14_day_old_seedling
AT2G37270	14_day_old_seedling
AT1G22850	14_day_old_seedling
AT5G19120	14_day_old_seedling
AT5G63310	14_day_old_seedling
AT5G21170	14_day_old_seedling
AT1G20696	14_day_old_seedling
AT3G07100	14_day_old_seedling
AT1G13560	14_day_old_seedling
AT5G62000	14_day_old_seedling
AT3G52380	14_day_old_seedling
AT1G13110	14_day_old_seedling
AT3G11700	14_day_old_seedling
AT2G30870	14_day_old_seedling
AT1G23820	14_day_old_seedling
AT4G13510	14_day_old_seedling
AT4G16520	14_day_old_seedling
AT2G01450	14_day_old_seedling
AT4G33865	14_day_old_seedling
AT4G03560	14_day_old_seedling
AT5G24620	14_day_old_seedling
AT3G11560	14_day_old_seedling
AT3G49220	14_day_old_seedling
AT1G66180	14_day_old_seedling
AT4G02480	14_day_old_seedling
AT1G71030	14_day_old_seedling
AT1G74840	14_day_old_seedling
AT4G31340	14_day_old_seedling
AT5G55160	14_day_old_seedling
AT3G59400	14_day_old_seedling
AT1G74950	14_day_old_seedling
AT4G26970	14_day_old_seedling
AT1G54520	14_day_old_seedling
AT3G13930	14_day_old_seedling
AT1G21600	14_day_old_seedling
AT5G25265	14_day_old_seedling
AT5G66120	14_day_old_seedling
AT5G05010	14_day_old_seedling
AT1G22840	14_day_old_seedling
AT1G69620	14_day_old_seedling
AT2G42680	14_day_old_seedling
AT2G18300	14_day_old_seedling
AT3G58500	14_day_old_seedling
AT3G05840	14_day_old_seedling
AT4G30650	14_day_old_seedling
AT1G07940	14_day_old_seedling
AT5G40170	14_day_old_seedling
AT5G63800	14_day_old_seedling
AT2G44620	14_day_old_seedling
AT1G14345	14_day_old_seedling
AT3G53870	14_day_old_seedling
AT2G43090	14_day_old_seedling
AT2G24090	14_day_old_seedling
AT4G25650	14_day_old_seedling
AT3G27925	14_day_old_seedling
AT2G34560	14_day_old_seedling
AT1G66670	14_day_old_seedling
AT3G51510	14_day_old_seedling
AT1G49500	14_day_old_seedling
AT5G51820	14_day_old_seedling
AT3G54580	14_day_old_seedling
AT2G39470	14_day_old_seedling
AT3G16520	14_day_old_seedling
AT5G23820	14_day_old_seedling
AT5G40890	14_day_old_seedling
AT3G62530	14_day_old_seedling
AT1G53310	14_day_old_seedling
AT4G33625	14_day_old_seedling
AT1G01550	14_day_old_seedling
AT2G18710	14_day_old_seedling
AT1G55330	14_day_old_seedling
AT5G16030	14_day_old_seedling
AT1G63940	14_day_old_seedling
AT2G39570	14_day_old_seedling
AT3G19680	14_day_old_seedling
AT1G51980	14_day_old_seedling
AT5G02940	14_day_old_seedling
AT3G47250	14_day_old_seedling
AT2G43710	14_day_old_seedling
AT1G80410	14_day_old_seedling
AT5G01920	14_day_old_seedling
AT2G23120	14_day_old_seedling
AT3G04400	14_day_old_seedling
AT1G14670	14_day_old_seedling
AT5G24300	14_day_old_seedling
AT3G06510	14_day_old_seedling
AT5G57930	14_day_old_seedling
AT3G13300	14_day_old_seedling
AT3G51800	14_day_old_seedling
AT5G59290	14_day_old_seedling
AT1G31420	14_day_old_seedling
AT5G20010	14_day_old_seedling
AT3G62700	14_day_old_seedling
AT1G15950	14_day_old_seedling
AT5G11560	14_day_old_seedling
AT4G23890	14_day_old_seedling
AT5G52440	14_day_old_seedling
AT1G42960	14_day_old_seedling
AT3G04090	14_day_old_seedling
AT3G45030	14_day_old_seedling
AT1G23740	14_day_old_seedling
AT3G14595	14_day_old_seedling
AT3G53980	14_day_old_seedling
AT4G18100	14_day_old_seedling
AT1G79230	14_day_old_seedling
AT1G04170	14_day_old_seedling
AT1G51940	14_day_old_seedling
AT5G03350	14_day_old_seedling
AT3G22960	14_day_old_seedling
AT5G37510	14_day_old_seedling
AT5G18230	14_day_old_seedling
AT4G32150	14_day_old_seedling
AT4G36220	14_day_old_seedling
AT3G63460	14_day_old_seedling
AT3G57290	14_day_old_seedling
AT4G23180	14_day_old_seedling
AT4G02580	14_day_old_seedling
AT3G61110	14_day_old_seedling
AT5G45430	14_day_old_seedling
AT5G23040	14_day_old_seedling
AT2G32870	14_day_old_seedling
AT5G12950	14_day_old_seedling
AT1G29400	14_day_old_seedling
AT5G38480	14_day_old_seedling
AT1G23720	14_day_old_seedling
AT2G27600	14_day_old_seedling
AT5G17770	14_day_old_seedling
AT2G28900	14_day_old_seedling
AT1G14400	14_day_old_seedling
AT5G36230	14_day_old_seedling
AT5G65010	14_day_old_seedling
AT5G39530	14_day_old_seedling
AT1G54080	14_day_old_seedling
AT5G03650	14_day_old_seedling
AT4G19170	14_day_old_seedling
AT3G49720	14_day_old_seedling
AT1G29880	14_day_old_seedling
AT5G52920	14_day_old_seedling
AT3G28180	14_day_old_seedling
AT2G42880	14_day_old_seedling
AT3G52060	14_day_old_seedling
AT5G47780	14_day_old_seedling
AT2G15050	14_day_old_seedling
AT5G19860	14_day_old_seedling
AT3G23810	14_day_old_seedling
AT1G04140	14_day_old_seedling
AT4G03210	14_day_old_seedling
AT5G14910	14_day_old_seedling
AT2G27290	14_day_old_seedling
AT1G70890	14_day_old_seedling
AT4G34700	14_day_old_seedling
AT3G03070	14_day_old_seedling
AT2G22125	14_day_old_seedling
ATMG00020	14_day_old_seedling
AT2G44160	14_day_old_seedling
AT1G01430	14_day_old_seedling
AT1G76180	14_day_old_seedling
AT1G30580	14_day_old_seedling
AT1G63970	14_day_old_seedling
AT4G38600	14_day_old_seedling
AT4G19530	14_day_old_seedling
AT2G38040	14_day_old_seedling
AT2G01850	14_day_old_seedling
AT4G34150	14_day_old_seedling
AT2G43590	14_day_old_seedling
AT5G16400	14_day_old_seedling
AT1G78300	14_day_old_seedling
AT2G15880	14_day_old_seedling
AT1G80780	14_day_old_seedling
AT2G48070	14_day_old_seedling
AT4G30690	14_day_old_seedling
AT4G03260	14_day_old_seedling
AT1G02140	14_day_old_seedling
AT3G52140	14_day_old_seedling
AT2G38380	14_day_old_seedling
AT2G31400	14_day_old_seedling
AT5G56350	14_day_old_seedling
AT1G07110	14_day_old_seedling
AT1G70310	14_day_old_seedling
AT4G00720	14_day_old_seedling
AT5G06700	14_day_old_seedling
AT5G58420	14_day_old_seedling
AT3G55280	14_day_old_seedling
AT3G07430	14_day_old_seedling
AT1G08110	14_day_old_seedling
AT2G21530	14_day_old_seedling
AT3G06650	14_day_old_seedling
AT3G19860	14_day_old_seedling
AT5G62890	14_day_old_seedling
AT4G30170	14_day_old_seedling
AT5G19590	14_day_old_seedling
AT1G52510	14_day_old_seedling
AT1G33600	14_day_old_seedling
AT3G12490	14_day_old_seedling
AT3G24830	14_day_old_seedling
AT1G11580	14_day_old_seedling
AT2G30490	14_day_old_seedling
AT3G04790	14_day_old_seedling
ATCG00340	14_day_old_seedling
AT5G10780	14_day_old_seedling
AT5G45510	14_day_old_seedling
AT2G27510	14_day_old_seedling
AT2G02130	14_day_old_seedling
AT4G35250	14_day_old_seedling
AT2G17240	14_day_old_seedling
AT1G62660	14_day_old_seedling
AT3G47810	14_day_old_seedling
AT5G20280	14_day_old_seedling
AT2G44870	14_day_old_seedling
AT5G66530	14_day_old_seedling
AT5G14780	14_day_old_seedling
AT1G11680	14_day_old_seedling
AT1G09620	14_day_old_seedling
AT2G30440	14_day_old_seedling
AT3G55330	14_day_old_seedling
AT1G20450	14_day_old_seedling
AT1G30820	14_day_old_seedling
AT4G23470	14_day_old_seedling
AT2G36160	14_day_old_seedling
AT4G17090	14_day_old_seedling
ATCG00020	14_day_old_seedling
AT3G27240	14_day_old_seedling
AT5G14060	14_day_old_seedling
AT4G32330	14_day_old_seedling
AT4G16990	14_day_old_seedling
AT2G20670	14_day_old_seedling
AT1G70850	14_day_old_seedling
AT4G23630	14_day_old_seedling
AT1G50250	14_day_old_seedling
AT1G63690	14_day_old_seedling
AT1G09200	14_day_old_seedling
AT4G17330	14_day_old_seedling
AT3G47350	14_day_old_seedling
AT3G13410	14_day_old_seedling
AT4G27600	14_day_old_seedling
AT3G48930	14_day_old_seedling
AT3G60600	14_day_old_seedling
AT5G47770	14_day_old_seedling
AT2G20920	14_day_old_seedling
AT4G34190	14_day_old_seedling
AT5G13420	14_day_old_seedling
AT5G18520	14_day_old_seedling
AT4G34350	14_day_old_seedling
AT1G70320	14_day_old_seedling
AT1G06360	14_day_old_seedling
AT5G08060	14_day_old_seedling
AT4G04830	14_day_old_seedling
AT5G24670	14_day_old_seedling
AT1G30400	14_day_old_seedling
AT5G23740	14_day_old_seedling
AT5G44290	14_day_old_seedling
AT2G20860	14_day_old_seedling
AT1G54410	14_day_old_seedling
AT2G42500	14_day_old_seedling
AT3G20770	14_day_old_seedling
AT5G58950	14_day_old_seedling
AT2G45560	14_day_old_seedling
AT3G01420	14_day_old_seedling
AT1G64430	14_day_old_seedling
AT1G32580	14_day_old_seedling
AT3G18035	14_day_old_seedling
AT5G67590	14_day_old_seedling
AT4G14890	14_day_old_seedling
AT2G44350	14_day_old_seedling
AT1G21440	14_day_old_seedling
AT3G04920	14_day_old_seedling
AT5G15490	14_day_old_seedling
AT4G30270	14_day_old_seedling
AT2G21390	14_day_old_seedling
AT3G32930	14_day_old_seedling
AT4G29060	14_day_old_seedling
AT1G31910	14_day_old_seedling
AT4G18670	14_day_old_seedling
AT2G44060	14_day_old_seedling
AT5G37360	14_day_old_seedling
AT4G39710	14_day_old_seedling
AT5G59910	14_day_old_seedling
AT5G10480	14_day_old_seedling
AT2G01420	14_day_old_seedling
AT5G13780	14_day_old_seedling
AT5G06320	14_day_old_seedling
AT1G59900	14_day_old_seedling
AT3G14600	14_day_old_seedling
AT3G02560	14_day_old_seedling
AT2G20360	14_day_old_seedling
AT3G02830	14_day_old_seedling
AT3G59020	14_day_old_seedling
AT1G78000	14_day_old_seedling
AT1G35160	14_day_old_seedling
AT3G18680	14_day_old_seedling
AT3G47520	14_day_old_seedling
AT2G35635	14_day_old_seedling
AT1G08980	14_day_old_seedling
AT1G79530	14_day_old_seedling
AT3G25690	14_day_old_seedling
AT2G46100	14_day_old_seedling
AT1G56190	14_day_old_seedling
AT1G78080	14_day_old_seedling
AT2G41560	14_day_old_seedling
AT5G06600	14_day_old_seedling
AT4G09040	14_day_old_seedling
AT1G06950	14_day_old_seedling
AT5G50160	14_day_old_seedling
AT5G67030	14_day_old_seedling
AT1G67280	14_day_old_seedling
AT5G52650	14_day_old_seedling
AT5G13440	14_day_old_seedling
AT4G29390	14_day_old_seedling
AT4G14400	14_day_old_seedling
AT2G04030	14_day_old_seedling
AT4G23850	14_day_old_seedling
AT3G18390	14_day_old_seedling
AT5G51400	14_day_old_seedling
AT1G72550	14_day_old_seedling
AT3G44340	14_day_old_seedling
AT3G53020	14_day_old_seedling
AT3G19800	14_day_old_seedling
AT3G56190	14_day_old_seedling
AT2G31360	14_day_old_seedling
AT1G53580	14_day_old_seedling
AT2G20490	14_day_old_seedling
AT1G19770	14_day_old_seedling
AT3G56040	14_day_old_seedling
AT5G47190	14_day_old_seedling
AT2G23130	14_day_old_seedling
AT3G44110	14_day_old_seedling
AT5G39570	14_day_old_seedling
AT3G49910	14_day_old_seedling
AT1G63000	14_day_old_seedling
AT3G14110	14_day_old_seedling
AT2G43100	14_day_old_seedling
AT5G67070	14_day_old_seedling
AT2G40060	14_day_old_seedling
AT4G33300	14_day_old_seedling
AT3G54810	14_day_old_seedling
AT1G62380	14_day_old_seedling
AT3G56050	14_day_old_seedling
AT5G13980	14_day_old_seedling
AT4G34220	14_day_old_seedling
AT2G20960	14_day_old_seedling
AT4G39350	14_day_old_seedling
AT3G05020	14_day_old_seedling
AT4G28300	14_day_old_seedling
AT4G14160	14_day_old_seedling
AT1G10670	14_day_old_seedling
AT3G59540	14_day_old_seedling
AT4G02570	14_day_old_seedling
AT5G01010	14_day_old_seedling
AT2G38270	14_day_old_seedling
AT3G28860	14_day_old_seedling
AT1G77510	14_day_old_seedling
AT5G58260	14_day_old_seedling
AT2G47070	14_day_old_seedling
AT1G09780	14_day_old_seedling
AT4G27000	14_day_old_seedling
AT1G27290	14_day_old_seedling
AT1G78460	14_day_old_seedling
AT4G08920	14_day_old_seedling
AT4G17600	14_day_old_seedling
AT4G15390	14_day_old_seedling
AT2G41530	14_day_old_seedling
AT1G30120	14_day_old_seedling
AT3G46600	14_day_old_seedling
AT2G33770	14_day_old_seedling
AT5G11880	14_day_old_seedling
AT5G27700	14_day_old_seedling
AT2G30520	14_day_old_seedling
AT5G19010	14_day_old_seedling
AT3G10410	14_day_old_seedling
AT1G33120	14_day_old_seedling
AT5G61170	14_day_old_seedling
AT5G35590	14_day_old_seedling
AT4G26540	14_day_old_seedling
AT1G51160	14_day_old_seedling
AT1G01050	14_day_old_seedling
AT3G04240	14_day_old_seedling
AT5G23630	14_day_old_seedling
AT5G59613	14_day_old_seedling
AT4G11420	14_day_old_seedling
AT3G17020	14_day_old_seedling
AT2G24200	14_day_old_seedling
AT5G11500	14_day_old_seedling
AT5G04430	14_day_old_seedling
AT3G14230	14_day_old_seedling
AT1G50200	14_day_old_seedling
AT1G13380	14_day_old_seedling
AT3G52200	14_day_old_seedling
AT5G67480	14_day_old_seedling
AT1G66980	14_day_old_seedling
AT3G50670	14_day_old_seedling
AT3G10740	14_day_old_seedling
AT4G07825	14_day_old_seedling
AT5G52780	14_day_old_seedling
AT5G60640	14_day_old_seedling
AT1G28600	14_day_old_seedling
AT5G12150	14_day_old_seedling
AT5G47890	14_day_old_seedling
AT1G04430	14_day_old_seedling
AT4G24220	14_day_old_seedling
AT5G08570	14_day_old_seedling
AT5G52470	14_day_old_seedling
AT3G56910	14_day_old_seedling
AT4G37510	14_day_old_seedling
AT1G74100	14_day_old_seedling
AT2G26910	14_day_old_seedling
AT4G00400	14_day_old_seedling
AT1G64370	14_day_old_seedling
AT4G36980	14_day_old_seedling
AT3G59990	14_day_old_seedling
AT1G33240	14_day_old_seedling
AT5G63190	14_day_old_seedling
AT1G02150	14_day_old_seedling
AT3G02530	14_day_old_seedling
